87,0.71667,17.829,-28.275,-2.0897
88,0.725,17.848,-28.297,-2.0933
89,0.73333,17.85,-28.33,-2.1016
90,0.74167,17.846,-28.358,-2.1021
91,0.75,17.83,-28.384,-2.0966
92,0.75833,17.806,-28.412,-2.0914
93,0.76667,17.776,-28.44,-2.0867
94,0.775,17.736,-28.47,-2.085
95,0.78333,17.697,-28.493,-2.0757
96,0.79167,17.654,-28.517,-2.0721
97,0.8,17.6,-28.547,-2.0687
98,0.80833,17.544,-28.576,-2.0593
99,0.81667,17.483,-28.605,-2.0496
100,0.825,17.412,-28.637,-2.0381
101,0.83333,17.329,-28.668,-2.0206
102,0.84167,17.239,-28.696,-2.0099
103,0.85,17.133,-28.727,-1.9923
104,0.85833,17.017,-28.752,-1.9764
105,0.86667,16.888,-28.778,-1.963
106,0.875,16.754,-28.8,-1.9515
107,0.88333,16.61,-28.824,-1.9435
108,0.89167,16.473,-28.839,-1.947
109,0.9,16.349,-28.842,-1.9466
110,0.90833,16.252,-28.826,-1.9443
111,0.91667,16.173,-28.8,-1.9377
112,0.925,16.101,-28.782,-1.9406
113,0.93333,16.031,-28.763,-1.9365
114,0.94167,15.985,-28.726,-1.927
115,0.95,15.95,-28.692,-1.9303
116,0.95833,15.925,-28.652,-1.9206
117,0.96667,15.928,-28.601,-1.9276
118,0.975,15.938,-28.553,-1.9427
119,0.98333,15.955,-28.504,-1.9295
120,0.99167,15.989,-28.451,-1.9411
121,1,16.017,-28.411,-1.9445
122,1.0083,16.057,-28.365,-1.9443
123,1.0167,16.113,-28.311,-1.9486
124,1.025,16.168,-28.262,-1.9665
125,1.0333,16.237,-28.206,-1.9778
126,1.0417,16.306,-28.154,-1.9882
127,1.05,16.378,-28.109,-1.9925
130,1.075,16.493,-28.055,-2.0253
131,1.0833,16.615,-28.002,-2.0397
132,1.0917,16.745,-27.948,-2.0579
133,1.1,16.868,-27.912,-2.0741
134,1.1083,16.993,-27.877,-2.087
135,1.1167,17.12,-27.845,-2.0922
136,1.125,17.241,-27.82,-2.0952
137,1.1333,17.355,-27.799,-2.0969
138,1.1417,17.491,-27.782,-2.0919
139,1.15,17.653,-27.767,-2.0938
140,1.1583,17.84,-27.756,-2.1069
141,1.1667,18.052,-27.741,-2.1235
142,1.175,18.265,-27.737,-2.1325
143,1.1833,18.47,-27.744,-2.1441
144,1.1917,18.67,-27.751,-2.1849
145,1.2,18.839,-27.778,-2.2096
146,1.2083,18.993,-27.797,-2.2609
147,1.2167,19.124,-27.827,-2.3043
148,1.225,19.199,-27.838,-2.3983
149,1.2333,19.241,-27.856,-2.4874
150,1.2417,19.255,-27.88,-2.5717
151,1.25,19.247,-27.913,-2.6559
152,1.2583,19.218,-27.953,-2.7399
153,1.2667,19.173,-27.993,-2.8273
154,1.275,19.121,-28.042,-2.9199
155,1.2833,19.06,-28.092,-3.0205
156,1.2917,18.996,-28.147,-3.1298
157,1.3,18.927,-28.206,-3.2496
158,1.3083,18.857,-28.271,-3.3767
159,1.3167,18.78,-28.344,-3.5106
160,1.325,18.697,-28.423,-3.6538
161,1.3333,18.608,-28.515,-3.8025
162,1.3417,18.514,-28.622,-3.958
163,1.35,18.418,-28.743,-4.1249
165,1.3667,18.24,-29.057,-4.4883
166,1.375,18.168,-29.253,-4.6843
167,1.3833,18.121,-29.477,-4.8893
168,1.3917,18.1,-29.732,-5.1026
169,1.4,18.116,-30.022,-5.3251
170,1.4083,18.181,-30.342,-5.5422
171,1.4167,18.301,-30.681,-5.755
172,1.425,18.482,-31.045,-5.9593
173,1.4333,18.733,-31.421,-6.1443
174,1.4417,19.042,-31.809,-6.3106
175,1.45,19.417,-32.205,-6.4563
176,1.4583,19.843,-32.604,-6.5915
177,1.4667,20.323,-32.997,-6.7377
178,1.475,20.857,-33.367,-6.8967
179,1.4833,21.439,-33.71,-7.0714
180,1.4917,22.078,-34.015,-7.2779
181,1.5,22.765,-34.284,-7.5224
182,1.5083,23.511,-34.516,-7.7882
183,1.5167,24.304,-34.724,-8.0848
184,1.525,25.155,-34.904,-8.3963
185,1.5333,26.073,-35.066,-8.7217
186,1.5417,27.073,-35.206,-9.0584
187,1.55,28.144,-35.342,-9.4089
188,1.5583,29.3,-35.455,-9.7705
189,1.5667,30.519,-35.575,-10.159
190,1.575,31.819,-35.688,-10.601
191,1.5833,33.176,-35.785,-11.059
192,1.5917,34.576,-35.897,-11.559
193,1.6,36.021,-36.005,-12.066
194,1.6083,37.473,-36.11,-12.538
195,1.6167,38.937,-36.213,-12.911
196,1.625,40.416,-36.328,-13.205
197,1.6333,41.911,-36.423,-13.39
198,1.6417,43.41,-36.547,-13.469
199,1.65,44.921,-36.658,-13.441
200,1.6583,46.409,-36.777,-13.383
201,1.6667,47.909,-36.884,-13.196
202,1.675,49.372,-37.015,-12.973
203,1.6833,50.832,-37.127,-12.704
204,1.6917,52.261,-37.203,-12.42
205,1.7,53.677,-37.278,-12.145
206,1.7083,55.046,-37.367,-11.938
207,1.7167,56.409,-37.418,-11.699
208,1.725,57.725,-37.468,-11.455
209,1.7333,59.007,-37.488,-11.226
210,1.7417,60.259,-37.422,-11.005
211,1.75,61.41,-37.485,-10.819
212,1.7583,62.579,-37.36,-10.591
213,1.7667,63.694,-37.221,-10.357
214,1.775,64.788,-37.077,-10.121
215,1.7833,65.828,-36.976,-9.8775
216,1.7917,66.879,-36.801,-9.7167
217,1.8,67.871,-36.643,-9.4909
218,1.8083,68.841,-36.522,-9.2102
219,1.8167,69.772,-36.369,-9.0218
220,1.825,70.705,-36.143,-8.8963
221,1.8333,71.545,-36.044,-8.7481
222,1.8417,72.411,-35.79,-8.5188
223,1.85,73.178,-35.651,-8.2634
224,1.8583,73.923,-35.445,-8.0115
225,1.8667,74.644,-35.199,-7.7483
226,1.875,75.311,-34.985,-7.5046
227,1.8833,75.926,-34.736,-7.3203
228,1.8917,76.506,-34.459,-7.1446
229,1.9,76.996,-34.235,-6.9079
230,1.9083,77.498,-33.937,-6.6263
231,1.9167,77.96,-33.642,-6.4752
232,1.925,78.359,-33.35,-6.3027
233,1.9333,78.781,-32.922,-6.0539
234,1.9417,79.136,-32.625,-5.8509
235,1.95,79.466,-32.377,-5.7251
236,1.9583,79.743,-32.148,-5.6211
237,1.9667,79.997,-31.895,-5.4198
238,1.975,80.214,-31.709,-5.1279
239,1.9833,80.43,-31.49,-4.8296
240,1.9917,80.646,-31.185,-4.5295
241,2,80.805,-30.991,-4.3686
242,2.0083,80.94,-30.87,-4.0751
243,2.0167,81.038,-30.764,-3.7639
244,2.025,81.134,-30.468,-3.4726
245,2.0333,81.174,-30.372,-3.1983
246,2.0417,81.164,-30.359,-2.923
247,2.05,81.173,-30.246,-2.6275
248,2.0583,81.216,-30.05,-2.4226
249,2.0667,81.236,-29.936,-2.1997
250,2.075,81.271,-29.806,-1.9644
251,2.0833,81.287,-29.745,-1.904
252,2.0917,81.27,-29.842,-1.8671
253,2.1,81.286,-29.838,-1.7821
254,2.1083,81.294,-29.762,-1.6912
255,2.1167,81.298,-29.737,-1.647
256,2.125,81.288,-29.737,-1.6525
257,2.1333,81.295,-29.638,-1.7272
258,2.1417,81.262,-29.627,-1.7702
259,2.15,81.185,-29.694,-1.8139
260,2.1583,81.123,-29.667,-1.8877
261,2.1667,81.021,-29.736,-1.8899
262,2.175,80.924,-29.714,-2.0252
263,2.1833,80.817,-29.736,-2.1499
